,post,age,gender
363,":)   aww.   mucho creativo on the assignment 21s!  they made my day  :)  // thanx 4 the mental exercise fro.. couldn't think of the four-letter one for the life of me.. yeah, ditto on the skin lesions.  my hands drink up a ton of lotion everyday (i keep a tub at work).  // If anyone needs glasses or contacts i highly recommend Paris West Opticals, on Charles St.  I just had myself a very pleasant appointment  (and my vision plan covered 2/3 of the cost.  Benefits rock :D).",25,female
364,"I will help you bare this burdon Frodo Bagg......(ooops tit) I mean Toaster my man! I deffinitly need to calm down the burning of my hard earned cash!!! I think that taking a calmer tone to the following year, yet still enjoying more quality moments is a good way to go, count me in!  Baity signing off.....",27,male
365,"[ the reason why some pictures here aren't loading... ]  gate.polarhome.com is down. Main HDD in gate.polarhome.com died. It contined the whole www.polarhome.com plus five months backup from all member server. Server will be recovered, but there are some damages that can not be repared.  Please note, that 12 member servers as redhat, debian, AIX, VAX etc, are not affected with this crash. They will continue to operate as usual, but some services will not be available imediately.  Q: How can such things happen to polarhome.com A: First: polarhome can not appreciate a real backup system that could satisfy polarhome current needs (about 60G compressed) therefore one HDD had been used for such purpose. Second: polarhome operates on home equipment that can not survive more than 4 years in such work environment. First died Ultrix box, then RedHat's HDD, then FreeBSD's, now gate's... which one is next? It is running out of control. There are too many users and to high expectations towards polarhome. But it will not change the reality. polarhome.com is not a professional system and everybody have to be aware of it... and on non professional eqipment shit happens more often. :(",24,male
366,"Okay, I do not want to turn this into anything, so if anyone responds to this, please do not use any harsh language towards Relevant or any member of that community.  The other day someone posted a thread talking about wanting to leave Relevant for a while to get away from people who are critical and rude and negative about other people’s posts. Then someone else responded to this leaving by pointing the finger at other people, blaming the ""nOObs"" (which he later edited) and later blaming me (which I have found to be a misunderstanding in the first place). I pointed out that it was post like this that were the very cause of people leaving Relevant, posts in which new people are made fun of and people act in a negative manner towards each other. Then I was blamed. I decided to take a break to let myself cool down as to not say anything I would regret. I came back today to read some posts (not post) and found myself banned. In my confusion I IMed one of the mods or admins (doesn’t matter who). I was told that I was a ""problem child"" and that they were ""taking care of the problem"". I am very sad about this because I love Relevant and the people on those boards, they all mean a lot to me. If anyone really was offended by any of my posts I am very sorry, it was never my intention. I had thought I had made significant steps towards being a more understandable person on those boards; I even had a bunch of conservatives agreeing with me on homosexual marriage ;-) But oh well. I will miss you all.",25,male
367,"I want some Mo!! I want some Mo!!   Went to the gym with Clarisse this evening...made me postpone my usual afternoon session just because she needed someone who had the right motivation to work out with her...  I guess it was worth it...it's been a long time since I last punished my body this way...started off with weight training...no leg work today...upper body...Had the usual 3.5km run AFTER weights...which was a surprising change since I always use the run to work up a sweat...  Since I couldn't shut up about training to get back into tennis-playing mode, she decided to push me up to the next level...sprint training...which...in my current state...isn't exactly child's play...who am I kidding...I fear sprint training now...I don't think the titanium implants in my hips are made for explosive running...but hey..it was an ego thing...as macho as it may have seemed several hours ago...I think it's kinda stupid...lookin back...My orthopaedic surgeon won't be pleased...  Damn...it felt good doin those sprints within the confines of the tennis court...brought back memories of the good ol days back with the SRJC tennis team...  And so I go into another one of my self-destructive streaks...only this time it's physical and not mental...remember...what don't kill you...will make you stronger...as I so bluntly tell myself during workouts    Pain is your friend...I want some Mo!!! Gimme some Mo!!!",23,male
368,"OK, rescheduling again, this time because of dear old  urlLink TechEdge . So, we have two tentative dates now, which are  Thursday the 5th and Friday the 6th (same time : 1.30pm) . I would like comments from the people who want to attend so that we can decide on the most favourable date.  A recap for those who haven't read about  urlLink Sessions@Exun  or more specifically  urlLink PHP . The idea of Sessions@Exun was conceived so that interested people may learn a specific skill in computers from people who have already learnt that skill and are experienced in it. This helps because reading big, fat books is tedious and sometimes if the book is technical, then confusing as well. Teachers are always better than books anyway.  More specifically  PHP  ( P HP:  H ypertext  P reprocessor) is an HTML-embedded scripting language, which means that it is used for serving dynamic content on web pages, just like ASP. The only difference (usage-wise) between ASP and PHP is that ASP is a Microsoft product and needs a Windows Server to run on while PHP is Open Source and can run on any OS. And since Linux is being more widely deployed these days, it makes more sense to learn PHP if you're doing Server-Side Scripting. I am told that PHP is tougher than ASP, but since I have no knowledge of PHP (I'm counting on this Session myself), I can't say anything about that.   About  Mukul : Many people have asked me who Mukul is, so let me introduce him. Mukul is an Exun alumnus, currently studying at Iowa State University (US). He is here in Delhi for his summer break and has found time to give us an introduction to PHP, which he says is his mother tongue.  Please comment away people. We want to know who's coming and what day is more favourable - Thursday or Friday.  --Karan  PS: Any student of DPS RK Puram can attend, not just Exun members.",15,male
369,"Ok, so today's Valentine's Day. Big whoop. I have never had a Valentine in my life, and I doubt I'm gonna be starting now. Is that pathetic when a senior in high school has never had a girlfriend even though he is the most handsome guy in the world? Yeah, I know; how  was  that possible for Brad Pitt not to have a girlfriend?   But back to me. I think Pam is my Valentine. She never actually  accepted  the invitation, but she wrote about it in her blog, which is phenomenal, because I am NEVER in there, but have only recently received the honor. So, in short, Pam and I are Valentines today.  Just something cool I found:   JJbaby9:  Girls are like apples on trees. The best ones are at the top of the tree. The boys don't want to reach for the good ones because they are afraid of falling and getting hurt. Instead, they just get the rotten apples that are on the ground that aren't as good, but easy. So the apples at the top think something is wrong with them, when in reality, they are amazing. They just have to wait for the right boy to come along, the one who's brave enough to climb all the way to the top of the tree.  xuan 578:  most girls on the tops of apple trees are chemically enhanced apples, made really beautiful on the outside and bad tasting on the inside... that's why the good guys just eat watermelons, that way you can spit out the bad seeds  I've done a lot of thinking recently, and I have come to this conclusion: I am in exactly the same position as when I started thinking.  There was something I was about to put in here, but I forgot what it was. Dang it.  Who's Megan?  No Galveston trip today; the weather was too bad. That sucks because it would have been one helluva good time. My CC friends always make me have fun... I wish I had gone to Denny's with them Thursday night, because it was certainly unproductive to go Valentine's shopping for someone who doesn't even care.  However, Jenn liked her rose, so huzzah! Jennifer Elkin is one of my new all-time favorite people. She's way cool, and she makes me feel good. Not just in general, but also about myself; she's a real self-esteem booster. And that is a quality lacking in many people I know. And I enjoy squirrels.  Now I remember what it was I was gonna put: POST IN MY FORUM. Just click the link at the top of the page and do your thang. It has been severely lacking in sustenance (posts) for too long.  I'm out; the day calls me to be a slacker, and even blogging is too much work.  Happy V-Day, y'all.  God bless",17,male
370,"Life's normal as usual... wake up.. eat breakfast n proceed to school.Then Sian... Hao And Hang still haven He Hao....So wat can i do? be stuck in between them lo.... Haiz.... Life's sian........Nth much happen in school, after sch, we went bball then soccer thn home! Then also nothing much happen... Sian day... Bo liao day...  (Life's SUPER BORING, SIANZ!",14,male
371,"A TvNewsLIES Reader contribution.By John Gray Cincinnati, Ohio -  urlLink jgray7@cinci.rr.com  - July - 2004  Printable version:  urlLink Click here!   Joe gets up at 6:00am to prepare his morning coffee. He fills his pot full of good clean drinking water because some liberal fought for minimum water quality standards. He takes his daily medication with his first swallow of coffee. His medications are safe to take because some liberal fought to insure their safety and work as advertised.  All but $10.00 of his medications are paid for by his employers medical plan because some liberal union workers fought their employers for paid medical insurance, now Joe gets it too. He prepares his morning breakfast, bacon and eggs this day. Joe’s bacon is safe to eat because some liberal fought for laws to regulate the meat packing industry.  Joe takes his morning shower reaching for his shampoo; His bottle is properly labeled with every ingredient and the amount of its contents because some liberal fought for his right to know what he was putting on his body and how much it contained. Joe dresses, walks outside and takes a deep breath. The air he breathes is clean because some tree hugging liberal fought for laws to stop industries from polluting our air. He walks to the subway station for his government subsidized ride to work; it saves him considerable money in parking and transportation fees. You see, some liberal fought for affordable public transportation, which gives everyone the opportunity to be a contributor.  Joe begins his work day; he has a good job with excellent pay, medicals benefits, retirement, paid holidays and vacation because some liberal union members fought and died for these working standards. Joe’s employer pays these standards because Joe’s employer doesn’t want his employees to call the union. If Joe is hurt on the job or becomes unemployed he’ll get a worker compensation or unemployment check because some liberal didn’t think he should loose his home because of his temporary misfortune.  Its noon time, Joe needs to make a Bank Deposit so he can pay some bills. Joe’s deposit is federally insured by the FSLIC because some liberal wanted to protect Joe’s money from unscrupulous bankers who ruined the banking system before the depression.  Joe has to pay his Fannie Mae underwritten Mortgage and his below market federal student loan because some stupid liberal decided that Joe and the government would be better off if he was educated and earned more money over his life-time.  Joe is home from work, he plans to visit his father this evening at his farm home in the country. He gets in his car for the drive to dads; his car is among the safest in the world because some liberal fought for car safety standards. He arrives at his boyhood home. He was the third generation to live in the house financed by Farmers Home Administration because bankers didn’t want to make rural loans. The house didn’t have electric until some big government liberal stuck his nose where it didn’t belong and demanded rural electrification. (Those rural Republican’s would still be sitting in the dark)  He is happy to see his dad who is now retired. His dad lives on Social Security and his union pension because some liberal made sure he could take care of himself so Joe wouldn’t have to. After his visit with dad he gets back in his car for the ride home.He turns on a radio talk show, the host’s keeps saying that liberals are bad and conservatives are good. (He doesn’t tell Joe that his beloved Republicans have fought against every protection and benefit Joe enjoys throughout his day) Joe agrees, “We don’t need those big government liberals ruining our lives; after all, I’m a self made man who believes everyone should take care of themselves, just like I have”.",43,male
372,"From  urlLink iobserve :    ""Reports that a crucifix started bleeding from classic stigmata points has drawn visitors to a remote Alaskan village church.  Immaculate Heart of Mary Church in Marshall, an Eskimo village of about 360 people, has been abuzz since the Easter Vigil, when a group of parishioners say the church's main crucifix began to bleed from the feet, hands and side.   Anna Polty, 73, claims she saw something happening to the crucifix during the April 10 Easter Vigil. And after the vigil, when the parishioners were downstairs having a snack, Polty's friend, Sophie Shorty, whispered in her ear that the crucifix was starting to bleed. Both women went back upstairs to see.   'Where they nailed his hands, and on his feet and on that cut on his side it was starting to bleed,' Polty told The Catholic Anchor, Anchorage archdiocesan newspaper. 'His knee was starting to bleed too, and his elbow too. Started sliding down, all that blood.' """,45,male
373,"...if you're desperately bored or have an addiction to voting in polls. In case the previous sentence didn't tip you off, the Blog of the Danmmed is proud to bring you another poll! The results of the previous poll indicated that Quiggy and I are evil mutant lobster chickens, which would explain why typing is so difficult. Thank goodness for mail-order helper monkeys!",14,female
374,"You fill in the blanks about ME and send it back to me, but first send a blank one  out to all your friends so they can return the favor to you. Be honest - or just be as funny as you can, they're really cool to get back, you might find out something you had never realized before. it only takes a few minutes, so just do it!!  1st- send this survey to everyone you know to see how well they know you... 2nd- fill this survey out about the person who sent it to you and send it back to them...   1. What's my name:    2. Where did we meet?   3. Take a stab at my middle name:    4. How long have you known me?   5. How well do you know me?   6. Do I smoke?   7. Do I believe in God?   8. When you first saw me what was your impression?   9. My age?   10. Birthday?    11. Hair color?    12. Eye color?   13. Do I have any siblings?   14. What's one of my favorite things to do?    15. Do you remember one of the 1st things I said to you?    16. What's my favorite type of music?   17. What is the best feature about me?   18. Am I shy or outgoing?   19. Would you say I am funny?    20. Am I a rebel or do I follow all the rules?    21. Any special talents?   22. Would you consider me a friend?   23. Would you call me preppy, slutty, a homie, average, sporty,punk,hippie, glam, nerdy, snobby, raver, or rocker, or something else?    24. Have you ever seen me cry?    25. If there was one good nickname for me, what would it be?   26. Are my parents still together?    27. What do I love?    28. Have I ever told you I liked you?    29. Have I ever been in love?    30. When was the last time we spent time together?   31. If, in one hour, I'll be gone forever...what will be your last words for me",26,female
375,"Rick and I play lots of board games together, so the thought of an adult board game is somewhat intriguing.  (click title link, blah blah)  Would he want to play this game, I wonder?  It preludes to sex, so I can't see why not.  I just wonder what his take would be on it.  Give me your thoughts, please.  I'd love to know what you think.  We don't currently own any 'adult' board games, but have turned many a game of Scrabble, etc into a strip tease. We're sick, what can I say? lol",24,female
376,"the statement above is true. quite frankly i did enjoy ignoring my blog. but with ignorance comes abandonment. not only did my blog suffer, but also my site. so i've revamped everything! woo hoo! hope ya'll have fun wandering the dark corners of my mind... well actually, i don't really have any dark corners, maybe just a couple dim parts.. lol.  anyways, i am so happy that i got my radio.blog to work on the first try! it is soooo awesome! people, you should be listening to it right now!! maybe i should add the javascript to my blogger templates so you can listen while you read. ahh whatever, no one cares.  i also got a whole bunch of other cool stuff to work on my site: online counter, refresh counter, page load timer, adlibs, quizes, countdowns, logs, aim profile, random quotes, my anti-tablecloth society, and my favorite, a page dedicated to Mr. Schutz. It's not that I like him or not, or that he's a good teacher or not, it's just that three years has been a long time full of funny jokes. i don't wanna offend anyone, but rather give them a laugh but showcasing some of my friends' stuff. ahh what the heck just go  urlLink take a look  and laugh will ya? and if you happen to have anything else to add, feel free to let me know!  so where have i been? where have you been is more like it! i know you don't read this as often as you should. and yes, i hear you whining, ""why don't you write more often? then i could have something to read?!"" and blah blah blah. ok. i'm writing, you happy? wanna keep you people happy! geeze-oh-peezo! (hehe did i spell that right?)  so i've been out of town to the Montreat Youth Conference for a week and then to Maggie Valley for a week. other than that i have been working non-stop, ok maybe not, on my two online courses: personal fitness and economics honors. they sure are fun. at least i am only wasting five weeks of my life on them and everyone else has to waste five MONTHS for each course!!! haha!  don't forget to check out my new  urlLink site ! i'm going to post some pics of my trips soon. well as soon as i get caught up in my classes. ttfn you hooligans!",17,female
377,"Halle Berre Collides With Equipment    I don't know why , but beautiful people are often clumsy. It is almost as if their ethereal natures are meant for more rarified air than that which exists here. So, trapped in the musty atmosphere of planet earth, they appear clumsy and fragile.   urlLink Winona Rider  fractured her arm during those shoplifting trials. Then Berry broke her arm while filming  Gothika , and even before that  urlLink injured her eye  shooting  Die Another Day .   urlLink CNN.com  says:  ""The accident was minor, Everett said Tuesday, denying reports that the Oscar-winning Monster's Ball actress was hit in the head with a microphone boom and spent six hours in a hospital waiting room.""  Three lives, six more to go, Catwoman.  Maybe the Catwoman suit should be armored?",33,male
378,"No decision is completely arbitrary. Roll a die, pick a card – some unarticulated motive will affect the outcome. Nothing is pure chance.   At the start of each day, you make a choice. And you have to live with it. You’ve learned how to navigate your top drawer and the silks and cottons it holds, but getting her has been a process. In the beginning, you had no say - someone else put them on and took them off. But then underwear became perhaps the first sartorial choice in your life. Your inner child knows that the skivvies you put on are intimately connected to who you are, hence the wailing echo of “I wanna wear my Underoooos!” Outside, you were just another goofy three-year old. Inside, you were Aquaman.  The change from Justice League to snug and silky is subtle; underwear evolution comes without color commentary. But each year, your natural selections take on greater import. It’s a complicated cocktail of mood and intentions, choosing underwear is: an expression of how you forecast the day ahead, your expectations and hopes, maybe eve your dreams.  Your underwear sends a signal. But it also transmits a message inward, whether you want to receive it or not. Like on those days when you catch yourself lingering just a little too long at the top drawer as you mentally fast-forward to the shank of the evening.  No! you say, that has nothing to with it , claiming mom and paramedics as you select. But as you anxiously gulp one more beer with your best friend’s recent ex and your silky blues struggle to readjust themselves, you know that something that was not supposed to be there is. It’s taunting you, flaunting you; it’s got you under its skin. At the end of the day, you can’t hide who you are. Or what you want. Your underwear does not lie.",24,male
379,"I had posted a review of Spiderman 2 last week after seeing it in the theatre, but my internet connection crapped out and it never got posted.  Then I read a good one in Rolling Stone Magazine that is better then mine.  So go here, but beware, there be spoilers there.  http://www.rollingstone.com/reviews/movie?id=6184934=rs.Home=double1  Anyway the week that I'm only supposed to work 40 hours turned into 45 or so.  The only good thing about that is Sunday was pretty slow I just sat around at talked with the other guys working about....various guy things...yeah.  Worse part about it was that being on salary I don't make extra money for those extra five hours.  But I get two days off in a row, been a long time since I had that.  King Arthur comes out tomorrow, and I want to see it, but might be a while.  F 911 is still on my list of movies to see also.  Maybe rent.    Thats about it.  If you all want to hear a good band, that has tons of CD's (some with just two songs on them) check out Modest Mouse.  There new CD rocks.",23,male
380,"I've decided not to feel guilty about whining on my blog. And i've also decided that due to this non-guilty feeling I will be whining more. The way i see it is: this is a diary/journal thing ... very cathartic, but only if i don't worry about my audience. So, i will feel free to whine. Because god knows if i do it out loud i ama ""negative jerk.""  Anywho: On with the whining!",23,male
381,"Wahooo! I knew there was a good reason I put this on my census form: To all the nay-sayers if you have a look at the bottom of the article you can see that Jedi is a recognised religion in the UK!   urlLink BBC NEWS | Entertainment | Film | Jedi 'religion' grows in Australia   Anywho, no more real news at the moment. Officially single in the true sense of the word again and not quite sure where to go next. Looking forward to Salsa tonight, should be interesting to see how things go with Helena :)  K, on the phone with a silly customer, blog more later.",25,male
382,"eeeepps !!!! CANT WAIT FOR NXT WEEKEND 10 n 11 of JANUARY !!! NXT SAT GOING CNY SHOOPING WIF ELEAZAR, CHARL AND JOAN !!! GONNA B WAYYY FUNN MANNNN !!!!!! NXT SUN GONNA GO TRIM EYEBROWS WIF WENLING ^^  HEE HEE HOPEFULLY NXT WEEKEND NO HMWK LOR ^^  *[lookin foward to it, hope nth goes wrong ^^]",15,female
383,"Old thoughts         If we all have a true love, there's a good chance Ialready met mine. He came into my life, and transformed my world into a rosy-colored vision of a fairytale existence.   He was the dream come true, the wish from faraway... everything I've ever wanted or could ever ask for in a person, that was him. We read each other's thoughts and emotions, felt one another's pain and sadness. Almost as if we had a special link to the other. As of now, circumstances are keeping us apart. Despite that, the agreement we made, a pact that was held, we would love even if we lose.   He will always be part of my  ""New York"" . And, if destiny has its way, who knows, maybe someday I willsee himagain. Someday maybe.    (to B... in Norway)",27,female
384,"[ Scene: Afternoon, Cohen pool house. Ryan and Marissa are ""studying."" ]   RYAN:  Hey Maris. You hear Buzz is going out of town tomorrow?  MARIS:  Yeah, I heard that. He's going back to Chicago.  RYAN:  You know who's taking over for him?  MARIS:  Probably The Baron. He'll post if some big news pops up.  RYAN:  The Baron...yummy.  MARIS:  Stop that. By the way...Buzz is hotter than you.  RYAN:  ...I know.  [ End scene. ]       By the way...it's true. I am hotter...",26,male
385,"blogspot rhymes with blood clot, and there's never been anything more perfect to describe my mood. this blood clot of a day just happens to be all sunshiny and brady bunch. and i can't have that right now.  but what is happening on the horizon is deliverance from this doo-doo of a ding-ling. i'm moving out, moving up, and moving across 2 blocks to my very own shoe-box. i signed the lease a couple days ago, having trudged through a very un-welcoming jewish neighborhood to do some handshaking and check-writing at the realtor place. it costs 5 bucks a month just to have an air conditioner, and lead paint has been banned since 1978. these things are important enough to make me secure contracts and promise not to sublet to my sister.  my desk is covered with abused paper and bitten pens. i've got a bottle of water and a stapler posing as paper-weights, and who knew that i would start my very own Exotic Stamp collection?   evil eye, third eye, needle's eye, baby face.  chocolate bar, acne scar, jelly jar, microsoft word.",25,female
386,"I title my first entry...'Trust me I'm a lawyer'   Okay so I agree to go out with this guy...We'll call him Herman. I've been out with this guy once before, but nothing could possibly prepare me for what happened on the second date.   Everything *started* out fine. He shows up with brown pants and a brown vintage sweater. Under the sweater is a blue pearl snap shirt which the collar is ever so strategically flipped out over the sweater. Things were going great until we walked out to the car and he didn't open the door for me..dun dun dun...I knew I was in for a long night.   So, we go to Chili's...number 2 on the date killer restaurant list behind Cheddar's. We finally sit down, order, chit-chat, and when the food comes I'm so relieved b/c I'm starving like a small Ethiopian child...I still can't spell.   Well he spills something on himself. I'm thinking 'no biggy he has a shirt on under his sweater..remember the pearl snap?? So he takes off the sweater.   But low and behold there is a secret shirt over the pearl snap. One you would never suspect.   I look up and there it was in all it's glory. I could never have prepared myself for what was about to happen. Over the pearl snap was a black child-size fitted t-shirt with a giant shark on it. And it big white and red letters, the shirt reads..""Trust me I'm a lawyer.""   AHHHHHHHHHHHHHHHHHHHHHHHHHH...that's what my mind was screaming at me. I was horrified.  Herman, in all his spleandor proudly displayed the child's tee for all of Chili's to see. Usually, I don't care, but remember he has on black converses, brown pants, a blue cowboy pearl snap with a giant shark shirt over it, and to top it all off...I left this part out....a mohawk!!!   We never went out again. Now, needless to say, nobody can say Emily's Herman ever became...'her man'.",23,female
387,I defy anyone to work out what the hell  urlLink this website  is all about!?!?!  An example quote -   'Stephen laughs and drinks all night with every karaoke singer because one agreeable orange organizes a fruit. The wasp who plans an escape from aardvark makes love to that Dalmatian goes deep sea fishing with the monkey. The goose finds lice on a unicorn and the bastard groundhog writes a love letter to a martini. This heron steals pencils from Stephanie'   Excuse me. What?,24,male
388,"In the beginning we were created to live forever.      What a truth. I guess most people don't think about that much, but if you do, it brings up all sorts of things to ponder.   If we were to live forever today would we take the time necessary to be a friend to someone like we should? I mean, we'd have the time right?   If we were to live forever today would we take the time to say the things we always wanted to say, or would we even need to?  If we were to live forever today would we work so hard? After all, there wouldn't be a need for retirement, right?  If we were to live forever today: * there'd be no retirement homes * there'd be no funerals * there'd be no graveyards * there'd be less wars (I mean, if no one died, why fight?) * family reunions would be HUGE * no one would get an inheritance * we'd all be antiques eventually * artists would be noticed during their life instead of after their death * Elvis would still be around (but maybe ""all shook up"") * there'd be no murders and less prisons * there'd be less of a police force * George Bush would know that BinLaden wasn't dead for sure * our families would get REALLY sick of us * no one could afford Christmas time * no one could afford all the birthdays * everyone would have time to go to college, get a masters, a PhD, etc * a house loans would be longer * we could all have antique cars * women would never have to worry about someone asking them how old they are * we could all have ETERNAL life without worrying how * we'd have the time to do the things we always regretted not doing * We'd end up changing a lot of diapers over the course of eternity * where would we all fit?",34,female
389,"David Miller   It's been a couple of weeks since I have been to  urlLink his site , but David Miller has redesigned, and generally improved his mayoral website.  I hope that his  urlLink Policies and Issues  section will grow over the course of the campaign.  Miller is clearly the ""TTC candidate"", and I think he'll be recognized for that.  I just hope that he doesn't pigeon-hole his campaign to that issue alone.  He's got 3 councillors who support him directly (Bussin, Johnston, and Pantalone), and a few others who have written letters of  urlLink recommendation  and support.  Most notably, famed  urlLink urban planning  theorist  urlLink Jane Jacobs  who writes:   Jane Jacobs  Letter to supporters January 2003  I'm working for David Miller because I believe this is the most crucial election in Toronto's recent history. Left and right stereotypes are irrelevant because David understands that, as he says, ""the city can't work socially unless it works economically"". What he has already accomplished tells us how much David can achieve in the years ahead:  - David Miller fought for the public inquiry we now have into the scandalous MFP computer leasing deal.  - David Miller is a leader in the campaign against the Island bridge and expanded airport, which will destroy this City's waterfront heritage.  - When TTC fares were raised, David Miller came up with a plan for companies, hospitals, and schools to get cheaper rates when they buy TTC passes in bulk.   The time has come for new ideas, a new way of conducting business, even for a new generation of politicians. I support David Miller wholeheartedly and with great personal enthusiasm. I believe he is the only person with a coherent vision of Toronto's future, with the ability to do what needs to be done, and the energy and will to do it.",27,male
390,"=no=adgrant@indiana.edu=http://closeproximity.blogspot.com=Proximity=003399=FFFFFF=FFFFCC=comments=Comments =350=350"">   With everyone making top ten lists, it should be interesting to see how our opinions stack up with those of everyone else. Take a look at this  urlLink Year in Review  for a compilation of best-of lists covering just about any subject. Who knows? Maybe  I Love Guinea Pigs  is on the New York Time's Best Nonfiction Books of 2003.",24,female
391,"As most of you people from school know, I am very sick. Or rather, I FEEL rather sick.  I'm sorry to have whined about it in school, but I was in pain.  When I got home ( at 3:15... stupid bus didn't show up so had to wait something like an hour and a half for dad to get me... then we went into town... ARRG! ONe plus is that we got Tommy out from the library, so tonight I am going to be enjoying the best rock opera in existance, and also watching the Flying Circus!  ( It's..... XP )  So maybe getting sick wasn't so bad.  The only bad thing is that I took a nap, and woke up at five.  I had part of my sick dream  ( the dream I always have when I'm dizzy ) and it was about the world being distroyed.  I am really shaken up right now, I need someone to talk to to get my mind off this subject.  Benedict, why do we keep missing eachother online?  We have a five day weekend ( starting today..tomarrow..whatever. We go back on Wensday)  so hopefully we can talk sometime in that little window of freeness.  I have something I really need to tell you ( nothing bad, no worries).  Had no breakfast, had no lunch, not hungry.  I'm crazy, but we already knew that.  Once again I'm rambling, but only to occupy my time, so I don't think of that auful dream.  ::Needs someone to hug, preferably B but I don't think that's going to happen anytime really soon::",14,female
392,"according to my list: thursday- me, beth, kasso, jessica, carlie, jenny, ryan, and jason friday- jessie, maggie, and val *we have saucers, ""tobogons"", and intertubes up at the cabin",17,female
393,"I know, I know, with the  urlLink plethora  of games available, I should be able to find something more challeging that Minesweep.  But I just have to say...  I just scored 148 in the Intermediate level!  Thanks, I'm better now.",27,female
394,ok ok disregard my earlier entry about the dude in my dream i had just woken up and was completely out of it... cuz i don't like that dude it was just a weird dream so ya! buhbyez goin to see shrek 2!!!! whoohoo,16,female
395,"Yippie beedoobaaday! Jason is back from Koh Samui but it's not why I am happy (hee hee) - he brought me a FROZEN bottle of Absolut Vanilia and an orange scented candle! AND we are going to eat Peranakan food again, ayam buah keluak yummy yum yum yum.",26,female
396,"i finally found that moment.  that moment in life that i wish i could go back and do again.  actually there is three of them.  but they would all change the same outcome.  why didn't i open my mouth on the phone?  why didn't i say something when he got there?  why didn't i speak up after the incident?  it was me, the whole time, not him.  i can see the look in his eyes that meant everything changed.  but i can not go back, i can not do it again.  all that i can do is wait for a similar moment and try to do things right this time and hope that is tips the scales of karmic energy back to neutral....",24,female
397,"If I came back in 1,000 years, I'll find the same people, espousing the same positions, glumly tossing the same evidence at one another. No, I'm not talking about the Bush-Kerry election. I'm talking about the American Civil War. Every now and then I check back in on my friends in that community, and I find them as immortal and immovable as the poker-playing dogs in those cheap prints, or the Seven Sleepers in the New Testament, waiting it out till the end of the world.  The anti-Confederates mine the history books for quotes from the leading (or not so leading) figures of the South, and crow when they find one who says he understood the war was ""all about slavery.""  Yet what any one person in a movement gives as his reasons, if he speaks candidly, can only be his own reasons, unless there is some transcendant uniformity of thought or mind-control in effect. Even a quick survey of the old South turns up such a cacophany of rivalries, quarrels, and feuds it would be nothing short of miraculous if, though they all took the same step, they did it for precisely the same reasons.  Just look at current events. America is at war again today. What are the ""reasons"" we attacked Iraq? Revenge for Saddam's insults to Bush I? Unfinished business from the first Gulf War? Blood for oil? The risk of a rich despot with a determination to get WMD in a post 9-11 world? Freedom for Iraqi people? Planting democracy in the Mideast? Enforcing U.N. resolutions? Intimidating other rogue states?  If you argue that it is ONLY, EXCLUSIVELY about one of those things, you're nuts. The voices on one side are as diverse as Christopher Hitchens and Pat Robertson and Jose Ramos-Horta and Tony Blair and Dick Cheney. Can you really devise a one-sentence reason that covers all those minds (and me, too).  I should add, to the anti-anti-war list, the delightful ""Muslim refusenik"" Canadian feminist lesbian  urlLink  Irshad Manji  .  Here's how she dismantles one detractor on her Web site:    “You remind me of Afro-Americans like [Supreme Court justice] Clarence Thomas, [national security advisor] Condaleezza Rice, [Congressman] J.C. Watt and [Secretary of State] Colin Powell, who sold out their Afro-American credentials to the Republican Party to gain affirmative action appointments.” - Tanzila    Irshad replies:  Afro-American ""credentials”? Honey, that’s so 1980s. Please join the 21st century and think about this: Why should skin color dictate thought pattern? Isn’t it racist to assume it should? And why do you automatically reduce these individuals to ‘affirmative action appointments,’ neglecting that Watts fought and won an election or that Rice was provost at Stanford? I’ll need some thoughtful answers before I can be shamed into believing that I’ve ‘sold out’ my Muslim credentials. Meanwhile, don’t forget to forward your ideological clock to 2004.",44,male
