,post,Intent
797,"I told a friend tonight I hate god (I have my reasons) I can't explain It, Not at all. I am seriously angery tonight, aswell as hurt, and suicidual. Previously tonight I told a friend I hate god. And I feel sick about it because I am a christian. I just have not been to church as much lattly.",
798,"My life keeps gettin worse, Im so confused I try so hard to keep finding things so i can at least keep trying to deal with stuff. Its just I dont know how much worse things can get to where i dont know if ill be able to keep dealing with it. I keep writing and trying to find ways to deal with stuff or at least give myself time to try to deal with it. Its just i have so many things I really cant deal with that somehow im supposed to be able to. I know what alot of people will say because ive heard it before but it doesnt seem to work for me.",
799,"whats left well here it goes, i am only 21 but my 21 years of living have been utterly hell and i cant deal with it anymore. I am normaly a positive person but life has taken that from me to. I have no job no money no family soon no home cant get a job because i got into a fight with a kid in school and his dad was a cop.Because of him i have lost my licence i have over 5k in fines, the car dealer i bought my car from shafted me and now i am paying money i dont have on a car that doesnt work. I have nobody and everytime i try to better myself but it just seems everyone gets there rocks off on smashing everyone elses hopes and dreams. this is my last option before its over. and dont say er. its because of people like me who cant handle all there problems is why it takes 10 hrs to get seen and is the reason that helthcare goes up. I am not going to cost other people money for my failed problems. i just dont know what else to do besides end it.",
800,"Thinking about killing myself So I started having unwanted OCD thoughts about six months ago. These would be things such as hurting others, sexual desires, you know all that stuff. So I asked my father what to do and he said I should try acting the compulsions on myself to see what it would feel like. I guess he was thinking I would stop because of the punishment it would bring, but it didn't. So I every time I had the thought, I started to cut myself and tell myself that I'm a horrible person. I really don't blame my father, since none of knew what OCD was at the time.",
801,I've lived a good life At 35 I must say I have lived a great life. I have loved and lost and loved again. In between I sought treatment and thought I out it back together.,
802,driving me crazy... i know everyone has thoughts at one point or another of suicide...and alot of people try to carry out those thoughts....but what do you do when those thoughts flood your head like crazy? what do you do when you just sit there like in school and all you can think about is suicide...how do i shake those thoughts? the other night i tried to commit suicide again...i've done it a couple of times but all i end up doing is passing out or something.,
803,"It's Hard Life hasn't exactly been fun for me so far. I had a very bad childhood full of emotional and physical abuse and one day when I was 13 a girl came to school with a bandage around her wrist. Rumors flew around class that she had tried to kill herself over the weekend and my first thought was fear. She came into the room and I saw the white bandage and could smell the distinct scent of ointment and something in my head just kicked in...I wondered what it would be like to slit my wrists...to die...to go to Heaven. From that moment on I flirted more and more with the idea of killing myself and, at the same time, I began to feel depressed. In no time my thoughts were consumed with suicide. For 10 years straight, every waking moment all I could think about was how much I wanted to die. Being socially awkward, I didn't have any friends, I never dated and, having social anxiety disorder, I was terrified to leave the house. I was quite literally trapped with my depression.",
804,I don't know why I exist. I'm better off dead. This economy has hurt me in so many ways in my personal life and a bunch of that pain stems from childhood.,
805,they do... i hear all these people scream and im thinkin god i just want to die i ask god to please if he's there to end my pain but he hasnt i want all the pain to end no matter what it takes i mean i just dont really care what it takes and everyone is tellin me suicide is selfish but well some times you got to be selfish and well i see this as one of those times nad i mean like why keep goin i hear all these people screamin and i realize im goin to join them some day ill be able to be care free and have no problems but thats gonna be...my dying day cause there is no way any person or thing is gonna be able to help me cept for one thing this knife or those pills or that gun but for some reason ive been fightin but now the voice told me that its time for me to turn the knife on my throat instead of my arm and i feel like every one in the world hates me and as im writin this i realize ... they do,
806,"Tired of being human. What's the point of it all? I sit here examining my life; past, present, future and I find it all rather useless. Looking at it from a metaphysical sense, there is no real point. I have no issues with that, what I do has as much destiny or purpose as anything else; mainly none. So, removing the metaphysical ""what's the purpose of life"", what standard should I set myself against? Lacking the metaphysical, lets use the natural world. At its basest level, life has two primary functions; survive and procreate. Everything else is built around these two functions, the only thing that changes are the buzzwords and spin we put on them. These are the standards I will be using to examine my life.",
807,"I Think i need help I await the day I die. I sometimes think about taking my car off the road to end it all. I have already had accidents, but have only injured myself. everyday, i think of other easier ways to die. I know its selfish, i know i shouldn't. but i have had enough. I try to speed the life process more and more by drinking and smoking excessively and taking any drug i can get my hands on. last time i was in one of those moods i heard that 30 panadol are possibly lethal. I took 47, not to mention the other tabs i got my hands on... antibiotics, pure codiene, anything that had something in it. I felt incredibly sick for weeks. And got me depressed that it didn't work. I try to help people with their problems, but no one seems to think about me. i feel worthless, useless, just a waste of skin. I don't want this life anymore. thankfully i believe in reincarnation. So death doesn't worry me. I'm scared i may do something drastic soon. I'm too stubborn to see a psychiatrist. I dont open up to anyone, as i just feel like i am weighing them down with my problems.",
808,I hate this life. What else is new? For about the past two years I have been having these suicidal thoughts and urges. I have been wishing myself to be dead and never have to deal with the world again. Want to know the real twist?,
809,"Can't take the feeling of loneliness anymore and don't see the point of living I'm 18 years old and for the past six months I have been in agony over losing the only girl I ever loved to her ex-boyfriend. I knew her for ages and never even got to kiss her. I'm alone now. I have no friends, a dysfunctional family that I have never really been close to, I live in a half decorated dump of a house with my stressed out mother who takes out all her problems on me, I'm a virgin, I'm a stone underweight, I have terrible confidence/social problems and I feel lonely, depressed and above all, completely and utterly suicidal.",
810,"not sure if this is the right place to post this but here goes I work at a hospital for mental illness. two days ago i came to work and there was a patient missing, meaning our camera person was not able to locate her on any of the camera's we have set up to monitor our patients. I began to search for the girl, starting with her room, no luck. I began to move down the hall looking everywhere i could. I got to the women's bathroom, i knocked first and announced my presence before going in. when i came to the shower part of the bathroom she was there, hanging from the a vent in the ceiling tile. I sent the women i was with to alert the others and quickly jumped to the edge of the bathtub, braced myself with one leg on the chair she had used and with my left arm grabbed hold of her lifting her as i used my right arm to rip the vent out of the roof. i lowered her to the floor and began cpr. I am just a cna at this hospital, by that time the doctors and rn's had arrived to take over cpr so i vacated the small room so that they would have the space they needed. by the time the ambulance had arrived they had a pulse, but she was not breathing on her own. basically i need to get some things off my chest, i cant get the picture of her hanging there, her face, the coldness of her body, all these things that i cant get out of my mind. i haven't been having nightmares or anything like that but when im awake i constantly see it. Just wanted to share my story with you all. thank you for reading.",
811,Od I didn't OD to kill myself just so you all know - I did this because I wanted to sleep for a very long time - we all know that never works out how we planned.,
812,"This is it, don't think I can hold on This is it, don't think I can hold on. Feels like it's not worth sticking around so many failed attempts but this time I don't want to fail",
813,"Lost my last hope I met someone. And my depression lessened because I was with him. Spending weekends together, having a great time. I found out Sunday that he doesn't want anything serious and so I spent the last 2 months doing what? Being stupid. Now the one thing I had down here, the one thing I had in my life that kept me going and rethinking just ending everything is done. If you need the back story you can read my last two posts. But now I don't see any happiness. I'm going home for the holidays to see my family one last time and when I get back here, it'll probably be the end.",
814,"This forum has gotten to me I happened to read a post in this forum because it was on the new posts page. Well, I then proeceded to read the others, and let me tell you, it really breaks my heart to see so many people that just want to end their life. I was reading all these posts, and i really wished i could just wave a magic wand and make everything better for everyone...but I cant but it has gotten me really emotional and upset. I like to help people. when I was younger, I wanted to be a child psychologist but it never panned out. Anyways, for those of you who are suicidal, depressed, cutters, whatever; if you want someone to talk to you can PM me anytime. If I can help even one person, then I will be happy.",
815,"Advice plz Hey everyone hows it going? This is the first time I am posting in this forum topic. Lately my life has been falling apart. Today I failed my drivers exam for my full graduated licence, and I scuffed my tires on my SUV during the exam while . My parents marriage is like falling apart. I'm like failing (barley passing is the truth) almost very course uncept my tech courses. I've failed the past 2 test in physics, the same with math including one quiz. Had some problemswith my girlfriend which we fixed so thats fine. My parents are having some financial problems. I just lost my job at Best Buy, which I loved cause I was doing IPG (computers and computer perihables). Besides automotive I love computers. So the thought of suicide keeps poppin into my head. Ok I would joke around with my friends and with my girlfriend but we were all joking around you know having a good time. But now my life is going down the drain. My friends and my girlfriend have tried to cheer me up but they weren't able to. Not even music was able to cheer me up which usually does when nothing else can. So could someone plz give me some advice.",
816,"I am an absolute ****ty human being and I don't deserve life I'm 25, unemployed, single, broke, in debt to my eyeballs....and I don't know where I went wrong or when I became the this...person I've become. I do know what I've done wrong, I just don't know how to stop myself from doing it. Like I know it's wrong and I feel bad doing it...anyway, let me explain.",
817,New Thoughts On Suicide I can't help but to question everything. I'm constantly searching for answers to those certain questions; Why are we here? Why am I aware? Why was I born me and not you? Why am I this way or that?,
818,"Never find someone. Anyone else out there afraid they won't find someone to spend/share their lives with? Being ugly, and kinda weird, I don't see myself finding one sadly. This has been the main reason for my depression since I was 13 and the kids at school (and even up to this day at 20) would pick on me for my looks. I also have a strong feeling that this is why I'm so weird and socially inept too. This destroyed my confidence and maybe any chances I might of had in creating any relationships. It really gets me down too when people claim to be far from shallow, when later I would hear them comment on how hot someone was",
819,"it's time to be smart I have exhausted all options professional help , medication etc and yet nothing seemed to work. I have a feeling that it's only a matter of time before i resort to something in which i will end up in a whole heap of trouble eg resorting to drugs and that will get me into a lot of trouble with the authorities and my future will be forever ruined with a criminal record and i wil be physically prevented from killing myself in detention as well even though i want to do it desperately and police brutality is something that i have consider as well while in detention. I know very well that things are not gonna change and it is a sign of incompetence and stupidity when u give yourself a chance and see everything blown up in front of you eg i will be an idiot if i think positvely about the future when it is so overt that things are not gonna change. i dont think i deserve to be in this world for being so stupid either and i cant live with that coz i know very well that i am not and i think it's time to be smart and resort to the inevitable solution given all the possible scenarios. Some of you guys may perceive me as stupid for wanting to do the so called stupid and cowardly thing but it is really up to you i dont feel like disclosing some information about my background either",
820,"I don't think i'll make it... I have never thought of suicide before...until now. I have had so much crap thrown my way this year. Starting with the most horribly painful break up and my father suddenly dying almost 4 months ago. Everyone else is married or getting married, having babies or finished having babies...i feel like like is flying past me and i'll never catch up. I feel like i have no fight left in me.",
821,"Should I keep waiting? I told myself before I started graduate school that I would end my life once I graduated- if things didn't get better. Well, things haven't been better overall (a few improvements here and there, but then things get even worse), so I've decided to go with the orginal plan. I could try to work on life, but I don't want to. I have no evidence that it would improve for good, plus I don't think I want it to. I've wanted to kill myself for over 22 years, since I was 10. I don't value this life, and it's time to finally do something for me. So why am I even waiting until graduation?",
822,What am I thinking? Here lately i've just wanted to end everthing. It's like nothing even matters anymore. I have no reason at all to stay on this earth. Sometimes I wish I could just go to sleep and never wake up just always feel that comfortable and peaceful. I just want to be numb. I don't want this pain anymore.,
823,"It hurts for me to think that if I were to die, no one would care... I don't really want this to turn into a pity fest, because right now I am not considering suicide. But I often feel lonely and like my life is not worth living. A few years ago, I did consider suicide and said to myself that if I were in the same position then at the age of 25 I would commit suicide. It's something that has laid in the back of my mind for a while now, but as I'm 23 I still have some time...",
824,"my boyfriend is telling me he's gonna kill himself i started dating this really awesome guy a while ago. he has turned into my other half, he completes me. i didnt think he had a very messed up life, but i knew that the music he listens to doesnt help him. he listens to ICP and Twiztid [those kind of murder rap groups] and hey, i like them too... but he takes the lyrics a little too seriously i think. so, he started talking about his past to me. telling me hes tried killing himself before, hes gone to a mental institution 3 times before. but, he told me i make him happy. he wants me for eternity. just yesterday, i got into a fight with my parents and was upset, so i called him. i told him how i hated my parents, but at least i had him. then he said ""not for long"" and i took that by surprise. he had never talked about killing himself as long as he was with me... but, he told me that his time had come, and he was just so sick of the crap that he was going to kill himself tomorrow [today]. so i told him that i wont stand in his way or stop him from doing something if he really thinks it will be good. maybe suicide",
825,How to KILL depression. Ok so im depressed a lot but heres something to try if ur really depressed. Join the militairy! you make be think WHAT?!! WHAT ARE U THINKING THAT MUST BE A REAL DEPRESSION CAUSER!!!,
826,"I am done I don't come on here often, because I have had some negative experiences. I'm here to say that I am going to end my life soon. Call it attention, call it me playing a victim....I don't care...I just want the hurt to stop. It is clear I was a mistake and I am tired of hurting. I'm not doing this crap for another year.",
827,emergency please.. my bf could die what are the effects of injecting penecillan (however u spell it). he injected it last night trying 2 kill himself and now half of his body is numb. at the time of injection he said he couldnt breathe and he wont go 2 a doctor now.,
828,"Thx thanks for your suport enotalone but unfortunately there is no help for me and my md .. i have planed to get drunk and suacide my self for new year eve,, 08 ,, bye bye",
829,Heaven or hell question? What do people believe happens to the soul after someone commits suicide? Do you believe you are forgiven or are you condemmed to hell?,
830,need someone to talk to- hours from suicide I have decided to kill myself tonight. But there is still something inside me that needs to ask for help and get out and I have run out of options of people to talk to and confide in. If anyone is available to talk could they pm me or let me know. I am feeling pretty scared at the moment and im not sure where to turn.,
831,"ive never felt this low in my life, all i keep thinkin bout is ending it all ive never been this depressed in my life, the past week has been hell. im so pissed off all the time and depressed, i have anxiety constantly. i take medicine but it obviously isnt doing anything good for me. i cant deal with this pain any longer. i feel so alone. im losing my mind. im always depressed and that pisses me off even more. im flipping out on people and i dont mean it im jus pissed its so hard not to flip out like that. im just tired of my life, im not living im just existing. i cant take it anymore!!! what did i do to deserve this? im just a piece of shyt, thats why nobody cares. something has to give, im done, i cant live like this anymore. k it",
832,"O my God, have mercy on me... I was going to take pills and drown myself in a nearby river, what kept me from doing it is that I don't want to inflict pain and guilt onto others. I am deeply suffering. I am stuck and can't seem to get pass through the pain. I am in absolute agony, have mercy on me, please. I am so hurt. I need to be healed. I need people to pray for me despite my lack of faith. O my God...",
833,"Unemployment, no girlfriend, dwindling money... Some of you might already know my story, so I'll save the context. I did some prowling around on my unemployment ""portal"", and I discovered that nothing has been sent yet in the form of checks and whatnot.",
834,"another whats the point post So why is it that several times per year it seems I find myself in the same situation? When I climb out of it and put it behind me I feel temporary happiness which is just that, temporary. The cause every time thus far has been the opposite sex. Not that I've had bad women, quite the opposite, just that every complication that I couldn't have imagined has become my life. I've just now finally realized that women are the same as cocaine, expensive and make you feel great, but not permanently and coming down is much much more painful than any drug I've come accross. Women aren't the sole cause, they just end up escorting me to rock bottom once you pile on the realizations that people are selfish ignorant garbage as a quick generalization.",
835,"OMG! I need help!!! I've just found out that one of my best friends is thinking about committing suicide, she's one of my best friends, and I just can't lose her!",
836,looking for somebody to talk too hi there.. im new here. I stumbled accross this page looking for suicide forums.. I was hoping too find somebody to talk to,
837,"sorry another depressing post The number of threads here is depressing in itself. Why are there so many unhappy ppl in the world, it is just wrong.",
838,I wanted to curl up in a little ball. ok. at the moment. i am overwhelmed with so many different feelings that i want to just run. run until my legs give out.,
839,"It's a mess Sometimes I can see the world from far away, as if I were standing on the surface of the moon, and I can see the Earth moving tremendously fast - imagine if the speed by which the Earth travels around the sun were the speed that the sun traveled around the center of the galaxy. And when things are moving this fast, I can see very far back in time, to the moment that the first organisms developed in the ocean and soon began to crawl on land - and this is all seen at lightning-fast speed, remember - and then life spreads accross Earth like a fungus or a moss, a giant biologically-diverse lichen that thrives by coastal, fertile regions but can be sustained also in environments of extreme heat, cold, wetness and dryness. I see all this and I don't feel any different from a tree or a wolf or a goddamned dandelion. In theory this is a beautiful feeling. But the expectations upon me are quite different from that of a tree or a wolf or a dandelion. Not only am I expected to do the big things - graduate college, get a decent job, find a decent house, marry a decent woman and raise decent children - but all the little things that fill up every moment in the interim. Talking, for example: I'll have to talk almost every day of my life until I die. I'll have to engage in conversation and talk about how this is doing or how that is doing and what needs to be done about this and what seems wrong about that. I'll have thousands of questions asked by people I don't want to give answers to; and in all probability, I'll often ask questions to people who would rather not give the answers to me. Both experiences are enough to warrant the Big Quit. I have panic attacks on what may be a regular basis, and I don't expect them to stop without medication - but is it wiser to curb the panic attacks, or their source? Ideally I would live a life where I entertained no thoughts and had extremely limited interaction with the human world. So I could become Taoist or Buddhist and meditate in the ruins of an ancient hillside monastery. Or I could wait out what is most certainly a dark phase that comes with being 22 and pretty soon I'll fall in love or something pleasant like that and forget all about the tremendous, crushing beauty of the structure of life on this planet. We are organisms at the end of the day, and my job is to pass on my specific strain of DNA into the big machine so it may determine what organic strategy is best for the present. And once I do, my job will be done, and I will bend down on my hands and knees so my genetic likeness can spring forward from my back and fly into the big mess. I can't kill myself and I can't kill anyone else, so do I let my mind tear itself apart and meanwhile maintain a fragile facade of contentness? Or maybe I do kill myself, like I've thought about; I've tested attaching my belt to the ceiling; I've held the knife against my wrists and the sharp pressure on my skin; I've pretended to jump off bridges for the amusement of my friends, the joke always rising first from desire; I even wrote a song once, while drunk, about jerking the wheel. Many of my friends tell me I think too much when I try to talk about the nature of life on Earth because of the conclusions I come to - but to ignore it would feel like surrender. Maybe if I wait a bit longer all the things that seem terrible will make some kind of poetic-galactic sense. Either way, the days keep getting worse.",
840,"Just existing is not enough... It's not enough for me to just exist, as there seems no point to it. If I am a bag of self replicating proteins who's sole purpose is too simply grow, mature, replicate then why should I not go out into the world now rape as many women as I can before being cornered by the authorities and then kill myself? I'd pick those women who I'd have researched to be morally against abortion and simply play the numbers game on how many will keep the child in accordance with their values and beliefs.",
841,require info on doctor procedures with attempted suicide This isnt necessarily vital in terms of how some people require urgent help but it would be greatly appreciated if someone could help.,
842,"Need Help To make a long story short-my life sucks, no one likes me, my parents hate me (at least my mom does), i can't seem to do anything right, and i'm having some problems with other things to",
843,"""if you say it loud enough someone will listen"" i have a journal on here. its up to date as of a few minutes ago. read that and realize why i want this to happen.",
844,I think I tried and failed OK last night I needed to go out not anywhere in particular just had to go outside for a while so I went for a drive.,
845,"I'm done Mid 40s. Been dealing with depression for the last 20 years. Laundry list of medications, none of which worked. Tried ECT, TCM, therapy, etc. I have considered killing myself several times over the years but because of my own fears and my family, I have never pursued it with intent. A big part of my depression is my lack of ability to have a serious relationship over the past 25 years. I don't know if this is the root cause of the depression or a side effect of it. I thought in my younger days that in order to attract women, I need to be the best person I can be. I've managed to be fairly successful. I'm a professor and I'm pretty well known in my field. I stay in pretty good shape, enough to complete in crossfit competitions. But frankly, my work and my other pursuits don't bring me any joy anymore. The fact that I'm not in a relationship and I don't have a family weighs heavily on me. I've come to the point where everything in life seems pretty pointless. I'm beginning to think it is time.",
846,All who think of killing themself--PLEASE READ Hi... below are reasons not to kill yourself... please read them and think about them hopefull they will change your mind about Suicide...,
847,"i think its about time i leave hey everyone, ive been looking at recent posts, and ive made a few posts about it already, but i think its about time i left....",
848,"bloody visions well things have finally got to the point where im about to kill myself again. now, things have been going fine for a while. but now im fighting with my dad, all my old problems are coming back to get me.things arent all bad i have a girlfriend now but i dont think she cares about me at all. all i want is to be alone and i cant do that. i want to bleed i want to sleep and never wake up. i want to be sad. i need help badly how can i stop wanting to die.i know there are people who care about me but i really dont care about that anymore my life is so insignificant. if i die a hundred years from now no one would even. please help me.i just want to bleed ive gotten to the point where most men have sexual fantasies i have fantasies of dying my bloody dreams.help me please",
849,"AAAAAHHHHHHHHHH!!!!!!!!Can't make the pain go away A couple days ago, my mom broke her leg. In two days I start med school up again and my brother just moved out for the first time to go to school. I really need to be strong and stable right now, but I can feel myself slipping. I've been avoiding making lunch because of the temptation of the knives. I feel empty, but there is so much pain and pressure inside my head. I feel like my whole body aches, I couldn't sleep last night and feel like crap. I suffer with severe depression, have since my dad died.",
850,"Wish I could just end it all, but I have a son. I'm not really sure what the point of this post is because I have no intentions of actually killing myself. I just can't believe that I'm even thinking about doing it.",
851,"end of the road- why bother? I am going to end my life tomorrow, i will be found dead in my car with a plastic bag over my head. i have finally reached this point, having suffered from depression for all of my adult and adolescent life.",
852,"God is punishing me for my abortion. I had a great opportunity to have the family I always dreamed of. It was summer, I was madly in love with a nurturing and kind man and I found out I was pregnant. I also made the worst mistake of my life that summer; I had an abortion. My boyfriend looked me in the eyes before the procedure and held my hand saying ""never again.""",
853,"A sick life, a saved life, a useless life I found out two years ago that I was very sick with something that the doctors in my country don't recognize as an illness because it is gender specific and there is no research regarding gender specific illnesses here. I have always been taken advantage of by doctors and by family and friends, mostly because I was always ""out of it"". I have never been able to find the man of my dreams, have the friends I wanted to have, have the education I wanted or the family life. I have always been treated very badly at home by my mother who is mentally ill but mostly doesn't care about anyone but herself and is an oscar winning actress. She has managed to single handedly ruin my life and has gathered other family members to promote hatred to me. My former illness is brought on by stress, like all other illnesses. THe problem is that I was always told that there is absolutely nothing wrong with me, I am very healthy, or I am very sick and was taken advantage of. The illness affected my memory, my motivation, my life in every way. I had no idea that I was so sick. In this country they just remove organs and dispose of them without fixing the problem and it only makes people more sick. I have had so much trouble with work, no employer wanted to hire me because my skin was so pale that my lips were blue. I was so sick and when my dad passed my mom swindled all of my money from me. I had nothing left. I had to live with her, but that's the reason that she did it, she could care less about getting help for her own problems and always said that I was the one that was sick in the head, she just aims to hurt me and takes pleasure in my pain. She makes a point out of causing me so much grief that I shake from the stress and she just smiles and laughs, and punches herself in the breast then tells everyone that I am the one hurting her. Everyone I've ever known has told me to get away from her and out of her clutches, but I have given her all of my money and still continue to live with her 10 years later. She made it so that she owns everything and",
854,"I need to get away I feel that I need to get away. Take myself out of my home environment, travel, go somewhere. However, I also feel that if I take this time to reflect and try to fix myself, I will get even more lonely and depressed. I feel that no one is able to help me but myself. I have been living this way for almost 2 years. I need a divine intervention. I pray to God and go to church every week, yet I am still in this whole. I have the urge to just pack up and go to the beach and live out of my car for a few days, just to know I can survive... I just want to take off somewhere and get the he!! out of dodge! I do have a therapist appt next week, but it's not going to change anything...",
855,"So, you want to kill yourself? So. You want to kill yourself. I did too. I found myself in a place of darkness and I just wanted to die. My first attempt, I was nine years old. Then I tried again. And again. I have now lost count, but I know it is somewhere over 30. Overdoses, strangulation, cutting, drowning, and you know what? On my last overdose, I was told my heart could stop. That scared me. So. Much. You do not want to die, deep down. It's not all it's cracked up to be. It's scary. It's horrible. It's",
856,"I Can't Take this anymore, I Feel like im going crazy Just to get to the point,i feel like im going crazy and i don't know what to do.I walk in the mall,i walk in a school,i walk anywhere i feel like everyone is looking at me,i think everyone hates me,some people even do look at me from head to toe and give me this weird look.Sometimes i can't even look at people in the eye out of fear, i wish i was tougher but im not, i feel weak inside,i feel worthless my inferiority complex is getting the best of me these days.Had a girlfriend and i couldnt get it up, so she dumped me because of that, i know im not making any sense but my mind is everywhere right now,inside im hurting this pain i just want to let it out into a violent outcry maybe not by word maybe by violent actions, yet i do not want it to be that way.I don't want to hurt myself, feel like demons in my face all the time maybe not directly but through people, because it does seem everyone is against me, even my brother today told me i need help because he thinks im schizophrenic however you spell it.Sometimes i do want to leave this painful world behind,but i do want to experience what it is to be free, free on the wings of destiny, of purpose,of worth yet im stuck in a dark tunnel not knowing where to turn just hoping on the other side i will see a light i can runto, corny as it is that's how i feel:sad:",
857,"Beyond caring I always prided myself on being the nice guy that everyone could depend on, now I'm beyond caring. I've got a crappy car, crappy job, no way to go to college, no romantic prospects, No reason to even get up in the morning. My ""friends"" have pretty much abandoned me since I graduated high school and now they only call me when they want something. I'm at a point in my life where I think that if I got up tomorrow and went to work, that would be fine, but if I were dead, that would be okay too. When I think about committing suicide, I just get this overwhelming feeling of",
858,"This summer just feels like the right time. I know that I'm depressed, and have been for quite a long time. But I also know it's not getting better. Suicide has been in my thoughts since I was in high school. It's a thought I've never been able to get rid of. The thought of death is calming, and at least knowing I've have the option of suicide has been relaxing in a way.",
859,"defeated and alone OK , so at this very moment i feel like a complete and utter failure and that i am so tired of trying to fight for things to be where they needs to be.",
860,"Severely depressed. Not working or in school. Thinking of ending my life. Last year was the end of a 4 year relationship. Since then, I have not been in school or working but simply living off of family money inherited. I feel as though I am a worthless person, I am sad, tired and alone all the time unless it is the weekend and I am pretending to friends I am completely fine. My weeks are spent in my bed doing pointless things to keep my mind occupied. I have plenty of ""friends"" but no true friends. My last true friend was my ex girlfriend but we do not speak anymore and I find it very hard to do day to day things. I have no energy, I am very depressed and I do not know what to do with myself. I am not motivated in any way, I have no direction, no future, no life at this current moment and all I have been thinking about lately is who will miss me if I was gone. My family does not see me too much and they know nothing of my depression, school, lack of work or any details of my life at the moment. Surely, they will not miss me. In fact, nobody knows any of this about me since I bottle up all these feelings for fear of being judged, made fun of, cast off, etc. I am embarrassed of my entire existence as a human and feel I have not done anything with my life but spend my families money, lie, and pretend to be what I am not. I am 22 years old. I have a lot of life ahead of me and I need direction, guidance and a new beginning but I do not know how to begin or where to start. At this point, I just want to pack it in and give up; end my life.",
861,"Pat on the back I would like to say, for all of you that make it your job to save someone from suicide, how human of you! You have little resources stopping suicide over the internet, but you do it any way. You take it as your personal job, to let that one person that came here for help, know he is not alone and to guide him back onto his path. When I watch the world around me, I sometimes only see the negative things around me, but when I come here I see the good, the possibilities. If someone says there is no more good in the world, remind them of these posts here, let them read the next 1000 posts on this site. This is another great example of how great the human race is and what we could possibly be. Everyone pulling together and caring more about another human being and giving your time and your support and your advice and your empathy, it makes a difference. I just want to say thank you, I have something to live up to.",
862,"Been at deaths door a few times already The love of my life left me 5 months ago after 2.5 years.I've been completely lost and broken without her. She was the most beautiful girl I've been with insider and out. She fell in love with me fast and her love for me opened my heart again and I fell head over heals for her. She made me a better man. She was 23 and I'm 30, SHE was the first to bring up moving in even getting married. As I fell deeper in love I too wanted all that she wanted for us.",
863,i think im going to kill myself hey i know evry ones gonna say things get better well ive been waiting for three years and things have only gotten worse. i used to cut evry day three times a day today i cut eight times in six hours. ppl dont even notice me i was in front of a class bleeding from my wrist and not even the teacher noticed no one cares about me the only person who cared about me has abandoned me she wont speak to me anymore and that makes me want to die how do i want to live because before i didnt want to live but i didnt want to die either now i just want it to be all over with no one talks to me anymore evry one knows that i cut and that im bisexual suicide is my only solution i want out now but i want to be remembered i told my friend that if i die they can have any thing of mine that they want but they just ignored me im pretty sure im gonna do it please some one talk me out of it i just want to hang myself. i need someone to love me because i plan on asking this girl tomorro and if she says no i will do it because the hope of being loved is all i have left please respond,
864,Really worried I've been talking on msn pretty much all days with a friend that is depressed lately due to some issues in her relationship. today she sounded really down and i tried to make her feel better.,
865,"So I was thinking........................ This is the perfect time to die. I don't see any point in living. I never asked to be here and f**** hate being alive. Everything and everybody is a major disappointment...... I know life is unfair but my life is f****** ridiculous. There is no 'good advice"" or advice that is going to make me change my mind so don't waste your time with that cheesy bs.",
866,"not 19 yet and thinking about suicide I am turning 19 on sept. 29 and not sure if i want to live to see my birthday. There is too much pain in my life and i don't care to feel anymore. All i feel is agony and pain. My heart is already shredded into little pieces and there is no cure. My mom is emotionally unstable because my dad is still cheating on her. She constantly yells at me and my brother. My dad is just a psycho that don't bring much money home because he is taking care of his other family. My mom doesn't want to divorce him. After i moved because of my mom not working because of my dad, i have left my old neighborhood and my friends. My best friend had to move away to florida because she has a baby. i have been with the same guy for almost 3 years, the only thing that keeps me alive so far. We haven't been in a very good relationship for a year and a half and argue constantly. We also had done things that hurt each other (not intentionally). My boyfriend already has his life set. I feel like a burden because i feel i am slowing him down and i know sooner or later he is going to leave me again. I love this guy to death though. i feel as though i have nobody and is being punished for something. basically, i have no friends, no family, no soul mate, and no future (didn't finish highschool). I am also dillusional and i keep thinking that i am not in my own body and keep thinking that i had a body switch or something. Please don't laugh, this is some serious stuff. I feel as though i am going insane. i am always nervous, anxious, fearful, and depressed. i hate myself, i hate my family, and i hate everybody almost. most of all i hate my mind and my so called useless piece of nothing life. i seriously am considering about suicide. i have throughout the summer, and my mental image of everything is basically psychotic. i want to jump off the roof and land on a car to show everyone the pain i feel. i don't even know who i am anymore anyway. i know i belong in a mental institute and actually don't mind going. but with what money? if god can only take my soul from my body and let me die a peaceful death.",
867,"Question about suicidal thoughts and break ups... I am just curious as to what you think it says about someone who has suicidal thoughts after breaking up. The reason as I am curious is that my first serious ltr ended a yr ago and we both havent moved on yet but she is dating someone else and has been. for some reason she always comes back into contact with me. then we are fine for a while and then she is distant and I end up depressed again. I know it is my own problem that I allow this but I recently decided I will never speak to her again, as she cheated on me and now has cheated on this new guy so how could I trust her. but anyways lately I have been thinking about suicide. I would never actually kill myself but these thoughts creep into my mind as I am alone a lot. I just wonder is it because I am emotionally weak or just been on an emotional rollercoaster for far too long? I feel bad that I let her do this to me and did not stand up for myself and I know I should have.",
868,"BPD/Eupd following me around like a bad smell. I told my ex I would never seek help for my issues again because they won't give it. I ended up changing my mind and thinking things would be different now I'm am adult and matured a lot. But it isn't too be so. I explained what was going on at my assessment, the lady said I see you're diagnosed with eupd, I said I disagree with the diagnosis and how it doesn't fit any of my symptoms she said she will think about what I could be referred to.",
